comment_eng,sarc_majority
"['please', 'use', 'name', 'islam,', 'tarnish', 'name', 'islam']",non-sarc
"['islamic', 'economy']",sarc
"['deceive', 'bastard', 'got', 'pm', 'tomorrow', 'due', 'copyright', 'claim', 'malaysians', 'view', 'hereafter', 'death', 'already', 'lot', 'previous', 'leaders', 'already', 'dead', 'already', 'answered', 'run', 'grave']",non-sarc
"['head', 'anal']",non-sarc
"['islam', 'advanced', 'economic', 'reality', 'sane', 'money', 'zakat', 'hajj', 'tube', 'caned']",non-sarc
['paper'],sarc
"['singapore', 'state', 'minister', 'country', 'zero', 'corruption', 'chinese', 'prime', 'minister', 'malaysia', 'malay', 'muslims', 'corruption', 'highest', 'world']",non-sarc
"['pack', 'testicles', 'najib']",non-sarc
['puii'],non-sarc
"['advanced', 'head', 'haha', 'pack', 'ooi', 'najib', 'puii']",non-sarc
"['damn', 'jib']",non-sarc
"['head', 'forward', 'banda', 'wretched', 'misbegotten', 'statement', 'longer', ""malaysia's"", 'ooi', 'blind', 'god', 'may', 'cause', 'plague', 'people']",non-sarc
"['woe', 'title']",non-sarc
['fooling'],non-sarc
"['world', 'belongs', 'praise', 'fool', 'minister']",non-sarc
"['yes', 'lah', 'cigarette', 'tax', 'revenues', 'liquor', 'kan', 'kan', 'jib']",sarc
"['story', 'jib', 'shame', 'close', 'chat', 'right', 'dementia']",sarc
"['whereas', 'dock', 'humping', 'added', 'wind', 'making', 'face', 'peel', 'useless', 'tube', 'pig', 'skin']",non-sarc
"['brain', 'nutmeg']",non-sarc
"['islamic', 'economic', 'success', 'ye', 'pal', 'najib', 'gst', 'tax', 'cost', 'living', 'leprosy', 'puii', 'hate', 'see', 'face']",non-sarc
"['pm', 'troublesome', 'people', 'make', 'life', 'difficult', 'people']",non-sarc
"['wretched', 'people', 'century', 'happy', 'najib', 'berambus']",non-sarc
"['pig', 'right']",non-sarc
['winch'],non-sarc
"['ahh', 'tension', 'puii']",non-sarc
"['developed', 'pocket', 'najib']",sarc
"['feel', 'like', 'self-indulgent', 'oops']",sarc
"['kah', 'haha']",sarc
"['corruption', 'one', 'proud', 'right']",non-sarc
['go'],non-sarc
"['najib', 'najib']",sarc
"['avoid', 'praise']",sarc
['haha'],sarc
"['advanced', 'head', 'brain', 'mu']",non-sarc
"['last', 'drinking', 'ketum', 'najib']",non-sarc
['fooling'],non-sarc
"['haha', 'haha', 'got', 'leader']",sarc
"['advanced', 'reasons', 'people', 'go', 'slaughterhouse', 'misbegotten', 'policy']",non-sarc
"['extortion', 'proud', 'people', 'want']",non-sarc
"['najib', 'wretched']",non-sarc
['developed'],sarc
"['islamic', 'bank', 'adhering', 'teachings', 'islam', 'brain', 'dead', 'wanted', 'buy', 'house', 'pay-compatible', 'car', 'shock', 'pm', 'malaysia', 'still', 'capable', 'blasted', 'malaysia', 'developed', 'advanced', 'people', 'still', 'pay', 'lot', 'awful', 'gang', 'cronies', 'eat']",non-sarc
"['developed', 'derma', 'billion', 'countries', 'right']",sarc
['winch'],non-sarc
"['advanced', 'corrupt', 'pm', 'happy', 'bear', 'brunt', ""country's"", 'debt']",sarc
"['haha', 'people', 'know', 'pain', 'heart']",sarc
"[""you're"", 'happy', 'n', 'macai', 'miserable', 'people', 'village', 'see', 'puii']",non-sarc
"['head', 'testicles', 'najib', 'may', 'want', 'cheat', 'people', 'bangladesh']",non-sarc
"['advanced', 'good', 'true']",sarc
"['yes', 'advanced']",sarc
"['want', 'vomit', 'heard']",non-sarc
"['sorry', 'happy', 'kind', 'news', 'meaning', 'long', 'print', 'najib']",non-sarc
"['happy', 'even', ""it's"", 'like', ""let's"", 'celebrate']",non-sarc
"['lotpot', 'feel', 'like', 'know', 'people', 'miserable', 'life', 'also', 'forwarded']",sarc
"['najib', 'sot', 'sot', 'head', 'brunei', 'number']",non-sarc
"['full', 'oneself']",sarc
"['haha', ""that's"", 'joke']",sarc
"['bad', 'drinking', 'water', 'sprayed', 'center', 'near', 'laptop', 'reading', 'verse', ""islam's"", 'advanced', 'economies', 'awful', 'laptop', 'right', 'haish', 'xylophone', 'waterpark']",sarc
"['poor', 'countries']",sarc
"['shock', 'money', 'donations', 'proceeds', 'people']",sarc
"['corruption', 'advanced']",sarc
"['wring', 'money', 'developed', 'countries']",non-sarc
['bastard'],non-sarc
"['outsiders', 'look', ""country's"", 'raining', 'gold,', 'whereas', 'dock', 'facing', 'hail']",sarc
"['want', 'say', 'najib', 'testicles']",non-sarc
"['haha', 'fact', 'rather', 'advanced', 'lift', 'basket']",sarc
['tasteless'],non-sarc
"['congratulations', 'quotes', 'pm', 'islam', 'economy', 'worse', 'national', 'tax', 'harbi', 'infidel', 'people', 'scrape', 'prudent']",sarc
"['pack', 'jib', 'million', 'rich', 'people', 'money', 'answer', 'keep']",sarc
"['advanced', 'sputum', 'puii']",sarc
['illusion'],sarc
"['yes', 'yes', 'yes']",sarc
"['trick', 'saw', 'someone', 'loved', 'deceptive', 'thing', 'knew', 'wanted', 'see', 'go', 'far']",non-sarc
['haha'],sarc
"['islam', 'malaysia', 'things', 'tax', 'halal', 'haram', 'advanced']",sarc
"['misbegotten', 'jib']",non-sarc
"['fuck', 'pm']",non-sarc
"['knew', 'wretched']",non-sarc
"['name', 'father,', 'head', 'islamic', 'economic', 'najib']",non-sarc
"['pm', 'already', 'missing', 'infant', 'brain', 'noisy', 'deaf', 'people', 'haha']",sarc
"['islamic', 'economy', 'developed', 'right', 'gst', 'tax', 'haha', 'also', 'going', 'consider', 'excise', 'tax', 'vape', 'islamic', 'economy', 'advanced', 'wide', 'economic', 'disbelieve', 'reject', 'insufficient', 'blood', 'like', 'ha-ha', 'already', 'lifting', 'basket', 'parents', 'go', 'pension', 'malaysia', 'need', 'blood', 'heroes', 'like']",non-sarc
"['pack', 'developed', ""testicles'm"", 'dead', 'people', 'load', 'quickly', 'make', 'god', 'w', 'pull', 'life', 'najib', 'country', 'hate', 'cause', 'trouble', 'everyone']",non-sarc
['puii'],non-sarc
"['economic', 'donation', 'advanced', 'world', 'taxes', 'torturing', 'people', 'living', 'high', 'increase', 'oil', 'properly', 'transport', 'fares', 'ridiculous', 'najib', 'boy', 'dubbed', 'father', 'dracula', 'malaysia', 'among', 'leaders', ""malaysia's"", 'hated', 'people', 'demeans', 'malay', 'leaders', 'untrustworthy']",non-sarc
"['sold', 'said']",non-sarc
['puii'],non-sarc
"[""malaysia's"", 'advanced', 'economy', 'malaysia', 'haha']",sarc
['garbage'],non-sarc
"['advanced', 'real', 'people', 'willing', 'bear', 'working', 'accommodate', 'families', 'spend', 'time', 'tun', 'dab', 'pretty', 'good', 'salary', 'useless']",non-sarc
"['yes', 'millions', 'tax', 'collection', 'people', 'area', 'gang', 'najib', 'sesame', 'people']",sarc
['haha'],sarc
"['pm', 'careful', 'suction', 'blood']",non-sarc
"['else', 'ridiculous', 'bowl']",non-sarc
"['shall', 'word']",sarc
"['damn', 'najib']",non-sarc
['congratulations'],non-sarc
"['last', 'sell', 'tppa', 'agree', 'ahh', 'try', 'tppa', 'cursed', 'day', 'long']",sarc
"['kah', 'kah', 'kah', 'statement', 'said', 'scientific', 'evidence', 'systematic', 'n', 'please']",sarc
['bullshit'],non-sarc
"['confirmed', 'days', 'apostasy']",non-sarc
['deceive'],non-sarc
"['haha', 'get', 'early', 'read', 'news', 'headlines', 'comedy', 'also', 'seemed', 'amused', 'read', 'midriff']",sarc
"['pm', 'poor', 'najib', '=national', 'coalition']",non-sarc
['haha'],sarc
"['islam', 'developed', 'economies', 'head', 'useless']",non-sarc
"['happy', 'najib', 'quick', 'riddance']",non-sarc
"['najib', 'wretched']",non-sarc
"['head', 'testicles']",non-sarc
['amen'],non-sarc
"['done', 'good', 'muslim', 'leader']",non-sarc
"[""what's"", 'name', 'people', 'destitute', 'people', 'choke', 'pressure', 'blood', 'sucked', 'masses', 'people', 'take', 'day', 'brim', 'selective', 'rm', 'rm', 'cents', 'day', 'royal', 'usurer', 'none', 'uni', 'pm', 'quotes', 'gst', 'national', 'lines', 'pru', 'terlingkup', 'later']",non-sarc
['lying'],non-sarc
"['najib', 'sat', 'curse', 'visibly', 'angry', 'haha']",sarc
"['coi', 'advanced', 'green', 'vomit']",sarc
"['whether', 'criticism', 'dock', 'pm', 'maybe', 'worse', 'says', 'support', 'dsn']",non-sarc
"['glad', 'people', 'suffering']",non-sarc
"['haha', 'gonna', 'spit', 'uwek', 'uwek', 'uwek']",sarc
"['always', 'happy', 'meet']",sarc
"['full', 'oneself']",sarc
"['thank', 'god', 'pray', 'best']",non-sarc
"['puii', 'rights']",non-sarc
"['created', 'advanced', 'jokes', 'corrupt', '???', '???is']",sarc
"['highest', 'state', 'tax', 'jackass']",non-sarc
"['fooling', 'jib']",non-sarc
"['article', 'senile', 'old', 'man', 'drunk', 'tun', 'powerful', 'ketum']",non-sarc
"['shell', 'mu']",non-sarc
"['kah', 'advanced', 'ye', 'also', 'praised', 'much', 'longer', 'tail', 'islamic', 'country', 'better', 'malaysia', 'one', 'example', 'qatar']",sarc
"['go', 'hell', 'najib']",non-sarc
"['poop', 'went', 'forward', 'people', 'suffer']",non-sarc
"['advance', 'many', 'malaysians', 'difficult', 'forward', 'supposedly', 'puii']",non-sarc
"['congratulations', 'lucky', 'pm']",non-sarc
['puii'],non-sarc
['insight'],sarc
"['people', 'still', 'feel', 'difficult', 'move', 'increasingly', 'overburdened']",sarc
['haha'],sarc
['winch'],non-sarc
"['name', 'islam', 'blood', 'choke', ""you're"", 'n', 'corruption']",non-sarc
"['nurse', 'loves']",sarc
"['also', 'correct', 'says', 'need', 'insults', 'like', 'praying', 'either', 'already']",non-sarc
"['went', 'wrong']",non-sarc
['dyke'],non-sarc
"['father', 'economic', 'woe', 'begotten', 'son', 'n', 'family', 'advanced', 'world']",non-sarc
"['paler', 'anal', 'n', 'chief', 'father', 'najib', 'puii']",non-sarc
"['crested', 'head', 'brain', 'semah']",non-sarc
['pehh'],sarc
"['najib', 'best', 'dato', 'dato', 'still', 'support', 'government', 'najib']",non-sarc
"['advanced', 'islamic', 'economy', 'dato', 'ooi']",sarc
"['chat', 'longer', 'jib']",sarc
"['crazy', 'dah']",non-sarc
['curse'],non-sarc
"['najib', 'head', 'blind']",non-sarc
"['old', 'worsened', 'visibly']",non-sarc
"[""you're"", 'dead', 'wrong', 'najib', 'transvestite', 'eggs', 'puii']",non-sarc
['penis'],non-sarc
"['head', 'testicles', 'economy', 'economic', 'islam', 'islam', 'constituents', 'told', 'gamble', 'go', 'brewery']",non-sarc
"['go', 'alone', 'chat', 'jib']",non-sarc
"['najib', 'bastard', ""you're"", 'best', 'remember', 'close', 'people', 'one', 'day', 'cold', ""it's"", 'going', 'right', 'people']",non-sarc
"['advance', 'opportunity', 'den', 'salivary', 'najib']",non-sarc
"['gap', 'advanced', 'sweeper', 'vape', 'good', 'friends', 'lost', 'money']",sarc
"['proud', 'nana', 'suck', ""we're"", 'proud']",sarc
"['testicles', 'najib']",non-sarc
"['funny', 'story', 'long', 'episodes', 'seen']",sarc
['puii'],non-sarc
"['advanced', 'still', 'things', 'forbidden', 'malaysia', 'think', 'self', 'assalamuailakum']",sarc
"['useless', 'ye']",non-sarc
"['nod', 'ahead']",non-sarc
"['shock', 'old', 'man']",sarc
"['haha', 'forever']",sarc
"['advance', 'object', 'currency', 'fell', 'sharply', 'last', ""year's"", 'budget', 'burden', 'people', 'oppress', 'people', 'know']",non-sarc
"['hoi', 'parents', 'high', 'fly']",non-sarc
"['islam', 'advanced', 'country', 'people', 'live', 'hard', 'rm', 'tumbling', 'body', 'unemployed', 'graduates', 'long', 'wait', 'ipg', 'good', 'citizens', 'brunei', 'quiet']",non-sarc
"['happy', 'najib', 'citizens']",non-sarc
"['congratulations', 'malaysia']",non-sarc
"['haish', 'haish', 'haish']",sarc
"['somewhat', 'deceptive', 'mouth', 'sweet', 'kid', 'knew', 'pink', 'lips', 'gay', 'overshoot', 'age']",non-sarc
"['away', 'awful', 'phlegm']",non-sarc
"['proud', 'kosher', 'wine', 'gambling', 'hmmm']",sarc
"['harness', 'advanced', 'hard', 'people', 'know', 'lacquer', 'bonang']",sarc
"['advanced', 'najib', 'hoi']",sarc
"['corruption', '=donation', 'indeed', 'progress']",non-sarc
"['full', 'oneself']",sarc
"['talk', 'like', 'libas', 'used', 'broom', 'haha', 'people', 'slander', 'print']",sarc
['pelir'],non-sarc
"['mr.', 'increase']",sarc
"['ketum', 'ye', 'drunk', 'najib', 'recognize']",non-sarc
"['najib', 'drunk', 'oil', 'cow', 'dung', 'dock']",non-sarc
"['people', 'suffer']",non-sarc
"['poop', 'poop', 'poop', 'anyway', 'hate']",non-sarc
"['fact', 'hmmm']",sarc
"['advanced', 'thou']",non-sarc
"['people', 'also', 'pm', 'dead', 'yet', 'quotation', 'bank', 'want', 'get', 'pay', 'new', 'body', 'continue', 'heart']",non-sarc
"['happy', 'languish', 'jib']",non-sarc
"['aunt', 'developed']",sarc
"['cite', 'close', 'selling', 'unsold', 'television', 'facebook', 'ok']",sarc
"['agree', 'najib']",non-sarc
"['nutmeg', 'developed', 'testicles']",non-sarc
"['najib', 'talk', 'cock']",non-sarc
"['pm', 'sorry', 'people', 'like']",non-sarc
['puii'],non-sarc
"['ss', 'self-indulgent']",sarc
"['islamic', 'economy', 'tax', 'corruption', 'puii', 'wretched']",non-sarc
"['follow', 'islamic', 'way', 'many', 'thanks']",sarc
"['piss', 'pak', 'lah', 'jib']",non-sarc
"['advanced', 'thing', 'poor', 'tax', 'increase']",non-sarc
"['najib', 'life']",sarc
"['shock', 'pigs']",non-sarc
"['uae', 'turkey', 'islamic', 'state', 'advanced', 'reporters', 'want', 'even', 'kidding', 'ampu']",non-sarc
"['ngst', 'best', 'wearing', 'strangle-income', 'earners', 'poor', 'like', 'jaws', '???', '???']",sarc
"['blah', 'lah', 'najib', 'testicles']",non-sarc
"['anal', 'mu']",non-sarc
"['developed', 'countries', 'people', 'miserable']",non-sarc
"[""i'm"", 'happy', 'traitor', 'country', 'resigns']",non-sarc
"['malaysia', 'fate', 'print', 'kinds', 'najib', 'tried', 'hide', 'difficulties', 'people', 'still', 'want', 'say', ""islam's"", 'advanced', 'economy', 'proud', 'kind', 'leader', 'puii']",non-sarc
['lie'],non-sarc
"['ooi', 'repentance', 'jib', 'already', 'sick', 'people']",sarc
"['self-indulgent', 'ss']",sarc
['pee'],non-sarc
"['pimp', 'received', 'award', 'award', 'pimp', 'pimp', 'dog', 'poop']",non-sarc
"['chestnuts', 'angau', 'monkey', 'mistreated', 'people', 'want', 'comment']",non-sarc
"['bald', 'head', 'testicles', 'malay', 'economy', 'right', 'testicle', 'developed', 'nutmeg']",non-sarc
"['ehh', 'know', 'feel', 'effects', 'comes', 'kind', 'confident', 'statement']",sarc
"['spa', 'parents']",sarc
"['forward', 'reason', 'illegal', 'object', 'name', 'islam']",sarc
"['leader', 'unconsciousness', 'many', 'bribes']",non-sarc
"['najib', 'stupid']",non-sarc
"['islam', 'illegal', 'jewish', 'kosher', 'become', 'mixed', 'version']",non-sarc
"['really', 'developed', 'flood', 'news', 'ye', 'shall', 'ridiculous', 'wretched', 'puii']",sarc
['scammers'],non-sarc
"['buffalo', 'rabik']",non-sarc
['behind'],non-sarc
"['rap', 'still', 'soul', 'islam,', 'fatal', 'g']",sarc
['advanced'],sarc
"['administer', 'may', 'remain', 'permanent', 'pru']",non-sarc
"['muslims', 'business', 'trim', 'forward']",non-sarc
"['najib', 'cronies', 'said', 'nice', 'nice', 'tax', 'write', 'ringgit', 'fell', 'good', 'good', 'economic', 'brim', 'tppa', 'nice', 'nice', 'nice', 'mdb', 'whatever', 'plague', ""malaysia's"", 'leaders', 'regret', 'fuck', 'bastard', 'votes']",non-sarc
['forward'],sarc
"['advanced', 'get', 'lost', 'najib']",sarc
"['money', 'account', 'may', 'eat', 'every', 'minute']",sarc
"['nutmeg', 'camel']",non-sarc
"['movie', 'acting', 'strong', 'result', 'created', 'poi', 'jam', 'people', 'know']",sarc
['haha'],sarc
"['know', 'saw', 'face', 'continuing', 'mood', 'lost', 'haha']",sarc
"['think', 'advanced', 'enough', 'compare', 'uae', 'national', 'country', 'full', 'modern', 'skyscrapers', 'n']",sarc
"['islam', 'islam', 'corruption']",non-sarc
"[""you're"", 'happy', 'callous', 'mind', 'brain']",non-sarc
"['head', 'testicles', 'jib']",non-sarc
"['forward', 'sales', 'liquor', 'may']",non-sarc
['winch'],non-sarc
"['pm', 'glad', 'people', 'suffering']",non-sarc
['puik'],sarc
"['pm', 'happy', 'lot', 'money', 'wants', 'eat', 'haha']",sarc
['nonsense'],non-sarc
"['hoi', 'barua', 'najib', 'disaster', 'turn', 'happy', 'remembers', 'people', 'happy', 'leadership', 'country', 'want', 'proud', 'barua', 'najib', 'like', 'people', 'dig', 'anal', 'take', 'smell', 'shock', 'countdown', 'najib', 'people', 'united', 'vote', 'confidence', ""let's"", 'keep', 'dah', 'shall', 'abuses', 'government', 'people', 'taxes', 'waa', 'sit', 'still', 'despite', 'strong', 'faith', 'way', 'patient,', 'leaders', 'barbaric', 'people', 'hardship', 'leader', 'devil', 'name', 'also', 'sinned', 'choose', 'leaders', 'ignorant', 'najib']",non-sarc
"['people', 'dead', 'yet', 'najib', 'razak', 'please', 'make']",non-sarc
"['haha', 'laugh', 'brother']",sarc
"['dubai', 'uae', 'najib', 'foot', 'piss', 'anyone', 'believe']",sarc
"['skull', 'advanced', 'ye']",sarc
"['gambling', 'center', 'liquor', 'nightclub', 'prostitutes', 'know', 'islam', 'practiced', 'kind', 'economic', 'good', 'job', 'brother']",sarc
"['money', 'brim', 'money', 'taxes', 'know', 'expensive', 'things', 'money', 'small', 'difficult', 'life', 'today', 'salary', 'rm', 'enough', 'eat', 'like', 'big', 'money', 'currency', 'small', 'dah', 'lah', 'salary', 'close', 'employee', 'small', 'developed', 'ooi']",sarc
"['ape', 'forward']",non-sarc
['liar'],non-sarc
"['full', 'oneself']",sarc
"['pleased', 'results', 'people', 'tun', 'gonna', 'develop', 'malaysia', 'proud', 'people', 'responsible', 'taxes', ""country's"", 'stability', 'ashamed', 'proud', 'brother']",non-sarc
"['advanced', 'wall', 'face', 'eating', ""people's"", 'money']",non-sarc
"['advanced', 'blind']",non-sarc
"['head', 'testicles', 'forward', 'dubai', 'qatar', 'bahrain', 'power', 'see', 'developed', 'countries', 'see', 'kind', 'tun', 'order']",non-sarc
"['proud', 'dear', 'friend']",non-sarc
['bullshit'],non-sarc
"['glad', 'could', 'name', 'people', 'sick', 'haha', 'jack']",sarc
"['najib', 'fact', 'many', 'incorrect']",non-sarc
"['go', 'hell']",non-sarc
"['pm', '=comedian', 'malaysia']",sarc
"['advanced', 'head', 'testicles', 'najib', 'print', 'worst', 'century']",non-sarc
"['chinese', 'economy', 'also', 'business', 'malaysia', 'name', 'islam', 'haha']",sarc
"['phlegm', 'puii']",non-sarc
"['advanced', 'half', 'people', 'want', 'destitute', 'minister', 'wealthy']",non-sarc
"['let', 'berillusi']",sarc
['deceiver'],non-sarc
"['advance', 'islamic', 'ngos', 'complain', 'help']",non-sarc
"['shock', 'haha']",sarc
"['fact', 'people', 'suffering', 'empty', 'praise', 'hope']",sarc
"['ethereal', 'ethereal', 'dream', 'world', 'dream', 'world', 'ahh']",sarc
['pig'],non-sarc
['songok'],sarc
"['scammer', 'pm', 'malaysia']",sarc
"[""father's"", 'head']",non-sarc
"['billion', 'already', 'take', 'advanced']",sarc
"['sense', 'shame', 'advanced', ""we're"", 'gonna', 'move', 'forward', 'difficult', 'see', 'people', 'brunei', 'new', 'advanced']",non-sarc
"['mencarut', 'morning', 'puii']",sarc
"['new', 'pimp', 'corrupt', 'bandits', 'right']",non-sarc
"['advanced', 'head', 'brain', 'people', 'eat', 'enough', 'already', 'exhausted', 'arab', 'countries']",sarc
"['xabes', 'shock']",sarc
"[""you're"", 'lying', 'illegal', 'najib', 'malaysia', 'stupid', 'puii']",non-sarc
"['advanced', 'corruption', 'brazen', 'pm']",sarc
"['buffoonery', 'morning']",sarc
"['advanced', 'people', 'eating', 'money']",sarc
"['ahh', 'surrogate', 'happy', 'also', 'people', 'indeed', 'islamic', 'economy', 'advanced', 'available', 'zouk', 'club', 'program', 'yahanana', 'bananana', 'television', 'gambling', 'licensed', 'sell', 'liquor', 'licensed', 'non', 'food', 'act', 'vape', 'licensed', 'mistaken', 'vape', 'cause', 'illegal', 'assessment', 'tax', 'window', 'tax', 'kitchen', 'cabinets', 'n', 'list', 'goes', 'islam']",sarc
"['advanced', 'najib']",sarc
"['advanced', 'grandfather']",sarc
"['father', 'advanced', 'people']",non-sarc
"['name', 'people', 'suffer']",non-sarc
"['rm', 'machine', 'may', 'water', 'cover', 'cost', 'increased', 'business', 'amen']",sarc
"['dead', 'able', 'say', 'prayer', 'new', 'stable', 'trade', 'hmm', 'ok', 'nak']",non-sarc
"['better', 'complained', 'recovered', 'prayer', 'ringgit']",non-sarc
"['kind', 'well', 'find', 'difficult', 'eat']",non-sarc
"['write', 'high', 'closing', 'haha']",sarc
"['yesterday', 'told', 'week', 'saw', 'strong', 'ringgit', 'sunday', 'talk', 'next', 'week', 'expected', 'go', 'high', 'proper']",sarc
"['wants', 'stable', 'boy', 'happy', 'share', 'trade']",non-sarc
"['mnx', 'ringgit']",non-sarc
['thank'],non-sarc
['thank'],non-sarc
"['thank', 'amine']",non-sarc
['deceiver'],non-sarc
"['ringgit', 'rupiah', 'wait', 'go', 'long', 'bake', 'razak']",sarc
"['beautiful', 'bouquet', 'say', 'ants', 'elephants', 'already', 'friend', 'time', 'change']",sarc
"['thanks', 'thank', 'god']",non-sarc
"['unlucky', 'import', 'goods', 'increased', 'price', 'story']",non-sarc
"['thank', 'easy', 'n', 'ok']",non-sarc
"['page', 'daily', 'news', 'news', 'sedapkan', 'heart']",sarc
['thank'],non-sarc
"['simple', 'thank', 'recover', 'first', 'kind', 'ridiculous', 'comments', 'yet', 'beautiful', 'prayer', 'miss', 'interest']",non-sarc
"['thank', 'thank', 'god']",non-sarc
['thank'],non-sarc
['thank'],non-sarc
"['exhausted', 'fed', 'well']",non-sarc
"['thanks', 'lot', 'also', 'increase', 'somewhat', 'higher', 'last', 'friday', 'amine']",non-sarc
"['high', 'trees']",sarc
['good'],non-sarc
"['thank', 'god', 'higher', 'salaries', 'month']",non-sarc
"['rm', 'dollar', 'higher']",non-sarc
"['haha', 'amused', 'hear', 'ringgit', 'closed', 'high', 'dollar', 'going', 'pretty', 'hokey']",non-sarc
"['thanks', 'hope', 'malaysian', 'economy', 'fully', 'recover', 'amine']",non-sarc
['thank'],non-sarc
['thank'],non-sarc
"['think', 'national', 'reserve', 'waning', 'previous', 'year', 'saw', 'number', 'reasons', 'decreased', 'value', 'ringgit', 'us', 'reserve', 'less', 'us', 'billion', 'stated']",non-sarc
"['bnm', 'congratulations', 'congratulations', 'datuk', 'seri', 'najib', 'pm']",non-sarc
"['follow', 'malaysian', 'opposition', 'bankrupt', 'last', 'year', 'today', 'ratings', 'international', 'bodies', 'fitch', 'moodys', 'standard', 'poors', 'remains', 'show', 'confidence', 'investors', 'malaysia', 'believe', 'hearsay', 'opposition', 'ye', 'credibility', 'clever', 'protest', 'anything', 'help', 'people', 'state', 'sales', 'saliva', 'may', 'possible', 'oppose', 'royal', 'birth', 'death']",non-sarc
['thank'],non-sarc
"['take', 'little', 'close', 'najib']",sarc
"['paper', 'coat']",sarc
"['cement', 'new', 'loud', 'know', 'haha']",sarc
"['country', 'still', 'strong', 'fundamental', 'congratulations', 'national', 'front', 'government']",non-sarc
"['national', 'debt', 'also', 'point', 'much', 'amount']",non-sarc
"['first', 'scene', 'soon', 'malaysia', 'bankrupt', 'silent', 'one', 'correct']",non-sarc
"['payable', 'b', 'people', 'use', 'rolling', 'mouth', 'oops', 'project', 'bawdy', 'n', '???', '???', 'last', 'sorry', 'say', 'accidentally""']",sarc
