comment_mly,sarc_majority
"['pkja', 'awam', 'rm', 'minimum', 'swasta', 'rm', 'sbh', 'srwk', 'rm', 'knp', 'x', 'selaraskan', 'je', 'bia', 'sume', 'sme', 'sume', 'mkn', 'nasik', 'jugakk', 'nk', 'bg', 'tu', 'bia', 'adil', 'utk', 'sume', 'dgn', 'kos', 'sara', 'hidup', 'skng', 'rm', 'tu', 'cukup', 'ke']",sarc
"['alang', 'kasi', 'naik', 'sikit', 'ja', 'tu']",sarc
"['itu', 'julai', 'dpan', 'bkn', 'tahun', 'ni']",sarc
"['kesan', 'hahaha']",sarc
"['tu', 'cukup', 'ker', 'bayar', 'bangsat', 'gst', 'brim', 'ckit', 'puihhhhh']",non-sarc
"['tdk', 'adil']",non-sarc
"['rm', 'bayar', 'bangsat', 'gst', 'tak', 'cukup', 'menyusahkan', 'rakyat', 'kao', 'kao']",sarc
"['kau', 'ingt', 'tu', 'cukup', 'hahaha', 'bukn', 'ni', 'gaji', 'zamn', 'an', 'kee']",sarc
['yey'],non-sarc
"['pelik', 'aku', 'dulu', 'bising', 'brpendapatan', 'rendah', 'cukai', 'tgi', 'yg', 'kaya', 'brtambh', 'kaya', 'miskin', 'brtambah', 'miskin', 'skrg', 'yg', 'kaya', 'dikenakan', 'cukai', 'tgi', 'korg', 'bising', 'jgk', 'bkn', 'korg', 'yg', 'mintak', 'ker']",sarc
"['dasar', 'gaji', 'n', 'cukai', 'ni', 'confirm', 'harga', 'barang', 'naik', 'ada', 'yg', 'syiok', 'gn', 'brim', 'n', 'rm']",sarc
"['utk', 'yg', 'pendapatan', 'rm', 'k', 'rm', 'million', 'per', 'year', 'la', 'weyy', 'ni', 'ramai', 'komen', 'tanpa', 'baca', 'dulu', 'aparaa']",non-sarc
"['hahahaaaa', 'kan', 'aku', 'dah', 'kata']",sarc
"['nasib', 'baik', 'pendapatan', 'sederhana', 'turun', 'alhamdulillah']",non-sarc
"['wow', 'rakyat', 'malaysia', 'kita', 'masyukkkk', 'hahahaha']",sarc
"['pendapatan', 'k', 'anl', 'atas', 'tp', 'yg', 'gaji', 'atas', 'tu', 'ko', 'byr', 'mcm', 'biasa', 'kihkih']",sarc
"['korek', 'jib', 'korek', 'duit', 'rakyat', 'seprogesif', 'boleh', 'dimane', 'ada', 'lubuk', 'korek', 'la', 'korek', 'sehabis', 'nya', 'biar', 'rakyat', 'jatuh', 'terjelupuk', 'phuiii']",sarc
"['ramainya', 'orang', 'kaya', 'kat', 'sini', 'p']",sarc
"['aku', 'tak', 'dpt', 'brim', 'duit', 'cukai', 'yg', 'aku', 'bayar', 'kat', 'lhdn', 'nak', 'bayar', 'kpd', 'penerima', 'brim', 'hahahah']",sarc
"['hampa', 'tk', 'baca', 'pendapatan', 'tersebut', 'haha']",non-sarc
"['baguslah', 'tu']",non-sarc
"['mau', 'naik', 'aiyaaaa', 'makan', 'roti', 'looooo', 'amik', 'cukai', 'gaji', 'kasar', 'ce', 'amik', 'gaji', 'bersih', 'pas', 'tolak', 'segala', 'tgk', 'rakyat', 'mampu', 'x', 'nak', 'hidup', 'aptb']",sarc
"['mcm', 'x', 'galakan', 'gaji', 'rakyat', 'tinggi', 'je']",sarc
"['sekarang', 'dah', 'ni', 'gila', 'namanya']",non-sarc
['firaun'],sarc
"['kerajaan', 'bn', 'nak', 'sembelih', 'rakyat', 'nanti', 'kita', 'sembelih', 'dia', 'dlm', 'pru', 'datang', 'kerajaan', 'hutang', 'rakyat', 'yg', 'nak', 'kena', 'tanggung', 'ini', 'geng', 'malaun', 'penyangak', 'negara']",non-sarc
"['yg', 'masaalah', 'rakyat', 'biasa', 'yg', 'keno', 'pemimpin', 'lepas', 'tax']",non-sarc
"['yg', 'bising', 'ni', 'pendapatan', 'k', 'm', 'keatas', 'ke', 'hahahah']",non-sarc
"['hahaha', 'kan', 'dah', 'kata', 'kuikuikui']",sarc
"['tu', 'je', 'krajaan', 'pndai', 'buat', 'naikkan', 'cukai', 'mkn', 'hasil', 'titik', 'peluh', 'rakyat']",sarc
"['pendapatan', 'atas', 'ok', 'laaa', 'tu']",non-sarc
"['alhamdulillah', 'pm', 'najib', 'igt', 'tu', 'bayar', 'cukai', 'extra', 'kan', 'dh', 'jd', 'org', 'berpendapatan', 'tinggi']",sarc
"['phuiiiii', 'nak', 'naik', 'jer', 'bengong']",sarc
"['tu', 'lah', 'dia', 'dpt', 'brim', 'cukai', 'pendapatan', 'naik', 'le']",sarc
"['makin', 'lari', 'la', 'pelabur', 'asing', 'bijak', 'abam', 'najib']",sarc
"['hehehe', 'baik', 'tu', 'klo', 'yg', 'derme', 'tk', 'payah', 'kena', 'cukai', 'ok', 'jgk', 'terbaik']",sarc
['taik'],non-sarc
"['songlap', 'duit', 'ptptn', 'kami', 'la', 'ape', 'lagii', 'tkkn', 'tk', 'bese']",sarc
"['jadi', 'tugas', 'hampa', 'peneraju', 'kera', 'jaan', 'mengsonglap', 'merasuah', 'mengugut', 'mengkaya', 'anak', 'beranak', 'tu', 'yg', 'hampa', 'reti', 'bengong']",sarc
"['ekonomi', 'baik', 'katenya', 'antar', 'anak', 'u', 'ibubapa', 'ikat', 'perut', 'bergolok', 'bergadai', 'abis', 'u', 'anak', 'ikat', 'perut', 'dgn', 'gaji', 'yg', 'kecik', 'entah', 'peluang', 'kerja', 'x', 'ade', 'terpaksa', 'berebut', 'ngan', 'bangsa', 'asing']",sarc
"['inilah', 'kerajaan', 'bangsat', 'mengutip', 'duit', 'rakyat', 'tahu', 'tanggungjawab', 'kerajaan', 'nak', 'serah', 'jepada', 'rakyat', 'tahukah', 'kau', 'menteri', 'rasuah', 'dgn', 'keadaan', 'ini', 'langkah', 'termudah', 'dgn', 'menaikan', 'bayaran', 'yg', 'bersangkut', 'paut', 'memasuki', 'ipta', 'ini', 'menaikan', 'kos', 'menambah', 'beban', 'rakyat', 'kerajaan', 'yg', 'berhutang', 'sesuka', 'hati', 'rakyat', 'dibodohkan', 'menanggung', 'semuanya']",non-sarc
"['hahaha', 'deb', 'la', 'ni', 'dasar', 'ekonomi', 'babi']",sarc
"['dulu', 'cakap', 'ok', 'ja']",sarc
"['haritu', 'suruh', 'student', 'masak', 'nasi', 'goreng', 'x', 'dok', 'gst', 'la', 'ni', 'nk', 'suh', 'cari', 'duit', 'utk', 'dana', 'u', 'plak', 'idea', 'org', 'x', 'berakal', 'dn', 'pntg', 'diri', 'janji', 'gaji', 'menteri', 'naik', 'janji', 'dicapati']",sarc
"['tak', 'patut']",non-sarc
"['nak', 'jadi', 'ni']",non-sarc
"['kan', 'pembangkang', 'ckap', 'yuran', 'universiti', 'kolej', 'naik', 'haha', 'padan', 'la', 'muka', 'korang']",sarc
"['makin', 'sedih']",non-sarc
"['sekolah', 'kena', 'cari', 'duit', 'sendiri', 'sumbernya', 'tentulah', 'ibubapa', 'hasil', 'gst', 'yg', 'kononnya', 'utk', 'pembangunan', 'negara']",sarc
"['aku', 'mampu', 'gelak', 'kan', 'je', 'hahahaha']",sarc
"['pantek', 'apa', 'nk', 'naik', 'yuran', 'blaja', 'gak', 'ke', 'sial', 'la', 'kerajaan', 'skrg', 'ni']",sarc
"['cari', 'dana', 'jual', 'bentut', 'lah', 'masa', 'belajar', 'nak', 'cari', 'dana', 'kat', 'mane', 'kalau', 'dah', 'lulus', 'gi', 'luar', 'negara', 'kerja', 'negara', 'nie', 'spm', 'je']",non-sarc
"['lepas', 'spm', 'jgn', 'msk', 'ipta', 'msk', 'permata', 'permata', 'dana', 'hahaha']",sarc
"['menteri', 'bodoh', 'mcm', 'org', 'ni', 'jdi', 'menteri']",sarc
"['kemah', 'keming', 'pah', 'ni', 'brasa', 'gigil', 'kpala', 'lutut', 'nak', 'sambung', 'study']",sarc
"['cari', 'dana', 'mana', 'mintak', 'student', 'jual', 'pe']",sarc
"['bodo', 'punya', 'statement', 'menteri', 'drpd', 'cari', 'dana', 'baek', 'cari', 'diana', 'lg', 'bes']",sarc
"['hehehe', 'menteri', 'nak', 'menswastakan', 'universiti']",sarc
"['bukan', 'najib', 'kata', 'ekonomi', 'malaysia', 'kukuh', 'mapan', 'ke', 'mana', 'satu', 'yg', 'ni']",sarc
"['institusi', 'pengajian', 'suruh', 'cari', 'dana', 'sendiri', 'kalau', 'menteri', 'punya', 'hal', 'ehwal', 'korek', 'duit', 'rakyat', 'punya', 'manusia', 'lah', 'yg', 'dilantik', 'jadi', 'pemimpin', 'bkn', 'ker', 'kutipan', 'cukai', 'menampung', 'instutusi', 'pengajian', 'rakyat', 'dsbnya', 'jgn', 'korupsi', 'penyalahgunaan', 'kuasa', 'yg', 'menybbkan', 'ketidakstabilan', 'ekonomi', 'negara', 'ini', 'menyebabkan', 'kalian', 'pemimpin', 'yg', 'dlm', 'katogori', 'amanah', 'menumpokan', 'mengadai', 'masa', 'depan', 'anak', 'bangsa', 'sendiri', 'kami', 'jer', 'berusaha', 'kalian', 'yg', 'diharapkan', 'mentadbir', 'dgn', 'penuh', 'amanah', 'turun', 'bawah', 'tak', 'payah', 'jadi', 'pemimpin', 'sekadar', 'nak', 'menjaga', 'temolok', 'sendiri', 'n', 'kroni', 'marah', 'kami', 'marah', 'kenyataan', 'koorang', 'ni', 'ibarat', 'koomer', 'belajor', 'dulu', 'xgunakkan', 'duit', 'rakyat', 'sampahhhhhhh']",non-sarc
"['aaiks', 'negara', 'tak', 'stabil', 'kata', 'ok']",sarc
"['tu', 'hari', 'cakap', 'terpaksa', 'naikkan', 'toll', 'bina', 'sekolah', 'hospital', 'skrg', 'disuruh', 'cari', 'dana', 'sendiri', 'nampak', 'bn', 'ni', 'tipu', 'rakyat', 'hidup', 'hidup']",non-sarc
"['hadiah', 'utk', 'pro', 'aspirasi', 'hehe']",sarc
"['bab', 'pendidikan', 'bn', 'main', 'peruntukn', 'utk', 'jabatan', 'pm', 'naik', 'pulak']",sarc
"['pendidikan', 'kini', 'jadi', 'mangsa']",non-sarc
"['amboii', 'kau', 'ni', 'sruh', 'la', 'mdb', 'cri', 'dana', 'sndri', 'bkn', 'amek', 'dana', 'krajaan', 'yg', 'kutip', 'ckai', 'dri', 'rkyt', 'tgur', 'boss', 'kau', 'dlu', 'sblum', 'tegur', 'rkyt']",sarc
"['suruh', 'najib', 'pulang', 'duit', 'rakyat']",non-sarc
"['la', 'najib', 'kata', 'ekonomi', 'malaysia', 'kukuh', 'siap', 'bg', 'lg', 'ranking', 'tp', 'aku', 'lupa', 'ranking', 'bape', 'putar', 'alam', 'btl', 'la', 'korg', 'ni', 'dey', 'paria', 'bodoh', 'pny', 'ahli', 'umno']",sarc
"['ekonomi', 'negara', 'sdh', 'merosot', 'pun', 'najib', 'ja', 'x', 'mao', 'mengaku', 'apa', 'nk', 'jd', 'la', 'dngan', 'm', 'sia', 'ni']",non-sarc
"['kat', 'parlimen', 'berteriak', 'kata', 'ekonomi', 'bagus', 'landasan', 'betul', 'ini', 'cakap', 'lain', 'pulak', 'tak', 'kurang', 'kan', 'bajet', 'jabatan', 'perdana', 'menteri', 'billion', 'rm', 'tu']",non-sarc
"['mcm', 'tu', 'kelak', 'ipta', 'diselubungi', 'rasuah', 'sbb', 'mencari', 'sumber', 'nk', 'lulus', 'rasuah', 'dll']",non-sarc
"['ehh', 'pm', 'kata', 'ekonomi', 'kita', 'mantap', 'sapa', 'yg', 'tipu', 'ni']",sarc
"['kata', 'pm', 'budget', 'n', 'peruntukan', 'utk', 'pendidikan', 'juta', 'juta', 'menteri', 'suruh', 'cari', 'dana', 'sendiri', 'pembohong', 'lagi']",sarc
"['dah', 'penyangak', 'yg', 'tadbir', 'negara']",non-sarc
"['mintak', 'khidmat', 'cikgu', 'murni', 'utk', 'dana', 'haji', 'bakhil', 'lol']",sarc
"['najib', 'kata', 'ekoonomi', 'stabil', 'idris', 'jusoh', 'kata', 'x', 'stabil', 'sapa', 'nk', 'petcaya', 'cm', 'ni']",sarc
"['naa', 'mati', 'pelajar', 'masuk', 'u']",non-sarc
"['satu', 'idea', 'bagus', 'cari', 'dana', 'sendiri', 'caj', 'sana', 'sini', 'cut', 'budget', 'sana', 'sini']",sarc
"['makin', 'bangang', 'umnoo', 'ni', 'pngundi', 'umnoo', 'xpyh', 'tny', 'la', 'mmg', 'bhlol', 'azali', 'lg']",sarc
"['kan', 'hadooo']",sarc
"['jib', 'cakap', 'ekonomi', 'malaysia', 'proses', 'berkembang', 'maju', 'ni', 'ckp', 'lain', 'pula']",sarc
"['saya', 'setuju', 'ipta', 'cari', 'dana', 'sendiri', 'tak', 'bergantung', 'pd', 'kementerian', 'sj', 'tp', 'adakah', 'ini', 'masa', 'yg', 'sesuai', 'utk', 'laksanakan', 'dlm', 'keadaan', 'ekonomi', 'merudum', 'duit', 'negara', 'lesap', 'akibat', 'salah', 'tadbir', 'urus', 'dibiarkan', 'ipta', 'terkapai', 'lemas', 'sendiri', 'kerajaan', 'excited', 'bina', 'berpuluh', 'universiti', 'konon', 'utk', 'masa', 'dpn', 'rakyat', 'kualiti', 'graduate', 'hilang', 'projek', 'bina', 'universiti', 'diagih', 'utk', 'kepentingan', 'kroni', 'akhirnya', 'dh', 'melambak', 'universiti', 'kementerian', 'tak', 'mampu', 'nk', 'tanggung', 'kos', 'disuruhnya', 'cari', 'dana', 'sendiri', 'terima', 'kasih', 'pak', 'menteri', 'kita', 'jumpa', 'akhirat']",sarc
"['bodoh', 'pembangkang', 'yg', 'mentadbir', 'negara', 'selama', 'ini', 'sehinggakan', 'ekonomi', 'kita', 'tak', 'stabil']",sarc
"['dapat', 'membantu', 'mengunjur', 'ekonomi', 'negara', 'kini', 'berada', 'tahap', 'kurang', 'stabil', 'tapi', 'najib', 'kate', 'ekonomi', 'negara', 'keadaan', 'stabil', 'hmm']",sarc
"['budak', 'nak', 'belajar', 'dipotongnya', 'la', 'duit', 'bantuan', 'dah', 'la', 'susah', 'nak', 'dpt', 'zakat', 'haram', 'nak', 'bg', 'bila', 'xdpt', 'belajar', 'dikatanya', 'pemalas', 'xnak', 'belajar', 'mcm', 'nak', 'belajar', 'kalo', 'nak', 'mkn', 'pon', 'susah', 'para', 'penguasa', 'sekalian', 'nnt', 'jwb', 'la', 'kat', 'akhirat', 'ye', 'skrg', 'mmg', 'xnmpk', 'hati', 'gelap', 'mkn', 'duit', 'xberkat']",sarc
"['apeni', 'baru', 'bentang', 'bajet', 'blum', 'blanjer', 'lg', 'la', 'wei', 'dah', 'kata', 'bajet', 'kurang', 'stabil', 'ni', 'iklas', 'ni', 'blanjer', 'utk', 'rakyat', 'meroyan', 'peni', 'tlg', 'la', 'kerajaan', 'jgn', 'bg', 'rakyat', 'lebih', 'ramai', 'kene', 'demam', 'kepialu', 'pening']",sarc
"['abistu', 'cukai', 'yg', 'dibayar', 'ko', 'nak', 'ape', 'masuk', 'poket', 'korang', 'ke']",sarc
"['najib', 'ckp', 'ekonomi', 'kita', 'mengembang', 'baik', 'acaner', 'deme', 'ni']",sarc
"['idea', 'trbaik']",non-sarc
"['dato', 'najib', 'kata', 'ekonomi', 'kita', 'berada', 'landasan', 'kukuh']",non-sarc
"['naik', 'yuran', 'pengajian', 'la', 'nampak', 'gaya', 'nya']",sarc
"['ipta', 'menjual', 'nasi', 'lemak', 'buka', 'mekanik', 'kedai', 'makan', 'pub', 'campus', 'nanti']",sarc
"['aikk', 'xstabil', 'hari', 'tu', 'pinocchio', 'kerajaan', 'tu', 'kata', 'ekonomi', 'berada', 'dlm', 'keadaan', 'stabil', 'mcm', 'ni']",sarc
"['gila', 'alasan', 'utk', 'naikkan', 'yuran', 'ptptn', 'pelajar', 'nk', 'kene', 'hadap', 'pastu', 'ramai', 'rakyat', 'x', 'mampu', 'nak', 'belajar', 'jadilah', 'pandir', 'last', 'undi', 'umnolagi', 'dah', 'xcerdik', 'jahat', 'licik', 'menteri', 'bn', 'ni']",non-sarc
"['bungkus', 'pak', 'menteri', 'ni', 'dah', 'x', 'lama', 'da', 'ni', 'sabo', 'ckit', 'je', 'lagi']",sarc
"['org', 'ni', 'kata', 'ekonomi', 'berada', 'landasan', 'yg', 'kukuh', 'unjuran', 'pendapatan', 'negara', 'meningkat', 'menteri', 'ni', 'kata', 'lain', 'plak', 'mmm', 'hangpa', 'ni', 'dh', 'kenapa', 'punggoq', 'betui']",sarc
"['kerajaan', 'tahu', 'curi', 'duit', 'rakyat', 'memang', 'keadaan', 'sekarang', 'semakin', 'menyusahkan', 'rakyat', 'duit', 'menteri', 'yg', 'kaya', 'boooooo', 'babi', 'punya', 'menteri']",sarc
"['kurang', 'stabil', 'pemenda', 'nya', 'setan', 'kate', 'gst', 'ade', 'bleh', 'naik', 'ekonomi', 'tol', 'ko', 'da', 'naik', 'kan', 'haramjadah', 'nye', 'kerajaan']",non-sarc
"['pak', 'deris', 'ni', 'lawak', 'pulak', 'dah', 'najib', 'kata', 'ekonomi', 'kukuh', 'tapi', 'dia', 'kata', 'kurang', 'stabil', 'elok', 'kena', 'pecat', 'je', 'dia', 'ni']",sarc
"['ambil', 'separuh', 'billion', 'majukan', 'pendidikan', 'negara', 'sumbat', 'politik']",non-sarc
"['ikm', 'ker', 'poli', 'ker', 'ikbn', 'ker', 'bagus', 'tu', 'mesin', 'dah', 'ada', 'p']",sarc
"['tahniah', 'laa', 'gud', 'luck', 'ipta']",sarc
"['sape', 'ade', 'fully', 'report', 'bajet', 'x', 'de', 'ape', 'nk', 'tgk', 'cma', 'nk', 'tau', 'permata', 'mkcik', 'mah', 'dpt', 'brpa', 'increase', 'bp', 'huhu', 'yg', 'lain', 'x', 'minat', 'nk', 'tau']",sarc
"['kata', 'ekonomi', 'malaysia', 'landasan', 'yg', 'baik', 'masa', 'bentang', 'budget', 'tiba', 'lain', 'pula', 'putar', 'alam', 'betul']",sarc
"['ok', 'jual', 'kepok']",non-sarc
"['cari', 'dana', 'sndri', 'tu', 'maknanya', 'kne', 'kne', 'yuran', 'la', 'ye', 'gitu', 'torbaikk', 'puii']",sarc
"['buka', 'dobi', 'p']",sarc
"['suruh', 'ipta', 'buka', 'kilang', 'biskut', 'p']",sarc
"['penat', 'menteri', 'pun', 'cukai', 'rakyat', 'hilang', 'mana']",sarc
"['suruh', 'ipta', 'hotel', 'homestay', 'ibubapa', 'orang', 'luar', 'practical', 'kat', 'situ', 'jer', 'p']",sarc
"['keh', 'keh', 'keh', 'ikot', 'boss', 'la', 'cari', 'dana', 'arab', 'untung', 'dpt', 'b']",sarc
"['ipta', 'cri', 'dana', 'sndri', 'hbes', 'la', 'student', 'lpas', 'manjang', 'kne', 'saman', 'jela', 'dgn', 'pihak', 'pentadbiran']",sarc
"['laaa', 'ekonomi', 'negara', 'xstabil', 'ke', 'oiii', 'gst', 'setahun', 'bil', 'kot', 'bgi', 'je', 'rm', 'bil', 'utk', 'pelajaran', 'percuma', 'jgn', 'nk', 'kedekot', 'sgt']",sarc
"['ada', 'jgk', 'menteri', 'yg', 'mengaku', 'sendiri', 'ekonomi', 'malaysia', 'berada', 'ditahap', 'kurang', 'stabil', 'baguslah']",sarc
"['makin', 'ramailah', 'bebudak', 'student', 'mlm']",sarc
"['pelajar', 'keno', 'ppakat', 'jual', 'tapai', 'tlg', 'cari', 'dana']",sarc
"['ape', 'ni', 'idris', 'tak', 'sehaluan', 'dgn', 'najib', 'toyol', 'botak', 'bibir', 'pink', 'dia', 'kata', 'ekonomi', 'malaysia', 'tahap', 'yg', 'sgt', 'bagus', 'kan']",sarc
"['senang', 'je', 'potong', 'je', 'gaji', 'menteri', 'ahli', 'parlimen', 'then', 'mansuhkan', 'elaun', 'merapu', 'meraban', 'dkt', 'situ', 'je', 'dah', 'save', 'brp', 'byk', 'universiti', 'tmpt', 'pelajar', 'mencari', 'ilmu', 'bkn', 'company', 'besar', 'yg', 'berniaga', 'gas', 'minyak', 'apa', 'bangang', 'menteri', 'skrg', 'ni', 'mana', 'pergi', 'hasil', 'gst']",non-sarc
"['naik', 'yuran']",sarc
"['biar', 'betul', 'mcmane', 'lah', 'nasib', 'pendidikan', 'malaysia', 'nnt', 'anak', 'kita', 'yg', 'nk', 'belajar', 'tu', 'nampak', 'tak', 'permainan', 'dia']",sarc
"['jumpa', 'tok', 'arab', 'mintak', 'dana', 'passss', 'tu', 'diam', 'jgn', 'bagitau', 'sapa', 'sapa', 'taww']",sarc
"['naikkan', 'yuran', 'habis', 'cerita', 'yahoooo']",sarc
"['um', 'wajib', 'sbb', 'guna', 'rnd', 'selama', 'ini']",non-sarc
"['xlama', 'yuran', 'naik', 'lah', 'kena', 'cari', 'dana', 'sendiri']",non-sarc
"['siaplah', 'yuran', 'universiti', 'naik']",sarc
"['dia', 'hint', 'dah', 'tu']",sarc
"['nama', 'iptawam', 'bukan', 'iptswasta', 'knp', 'kena', 'cari', 'dana', 'sendiri', 'padoh', 'la', 'gomen', 'ni']",sarc
"['spttnya', 'gaji', 'menteri', 'potong', 'bg', 'ipta', 'bantu', 'kaum', 'tuk', 'belajar', 'ingt', 'yg', 'masuk', 'u', 'mak', 'pak', 'kaya', 'bodoh', 'punya', 'menteri']",non-sarc
['ppuuiihh'],sarc
"['cari', 'dana', 'sendiri', 'bagosss', 'apa', 'lg', 'naikkan', 'yuran', 'le', 'kan', 'senang']",sarc
"['tsk', 'tsk', 'tsk', 'xlme', 'lg', 'yuran', 'nek', 'la', 'tu', 'good', 'job']",sarc
"['mntri', 'bodoh', 'ckp', 'mcm', 'nie', 'la', 'jdi']",non-sarc
"['duit', 'xdop', 'perabis', 'kroni']",non-sarc
"['najib', 'dah', 'kantoi', 'idris', 'jusoh', 'tak', 'kerja', 'tak', 'bg', 'cadagan']",non-sarc
['ok'],non-sarc
"['vongokkkzz', 'punye', 'menteri']",sarc
"['pulok', 'dh']",sarc
"['kerajaan', 'tak', 'cari', 'dana', 'sendiri', 'takda', 'duit', 'aje', 'cari', 'rakyat', 'utk', 'tanggung', 'perbelanjaan', 'duit', 'ada', 'perabis', 'dgn', 'kroni']",non-sarc
"['bodoh', 'serupa', 'lembut', 'kt', 'situ', 'student', 'jer', 'nk', 'cari', 'income', 'students', 'camno', 'tak', 'cukup', 'makan', 'ade', 'bongos', 'situ', 'tempat', 'orang', 'timba', 'ilmu', 'tempat', 'cari', 'untung', 'benak', 'sungguh']",non-sarc
"['pelik', 'jer', 'bunyi', 'ekonomi', 'negara', 'kini', 'berada', 'tahap', 'kurang', 'stabil', 'sebelum', 'ni', 'kata', 'ekonomi', 'negara', 'stabil']",sarc
"['dia', 'nk', 'bgtau', 'jgn', 'mengharap', 'pd', 'gov']",non-sarc
"['aik', 'bkn', 'botak', 'arituh', 'ckp', 'ekonomj', 'kita', 'tgh', 'berkembang', 'ke', 'paling', 'baik', 'seantero', 'benua', 'kencing', 'hah']",sarc
"['ingt', 'senang', 'ka']",sarc
"['mentri', 'umno', 'ne', 'bahlul', 'ckp', 'tv', 'c', 'najib', 'untung', 'itu', 'dana', 'sebnarnya', 'cukup', 'tapi', 'kena', 'saringan', 'mentri', 'dana', 'tu', 'jadi', 'siput', 'tengok', 'sendiri', 'pendidikan', 'yg', 'mentrinya', 'idris', 'jusoh', 'tungang', 'langang']",non-sarc
"['buto', 'lh']",non-sarc
"['rasanya', 'negara', 'kita', 'kaya', 'dgn', 'hasil', 'bumi', 'kemana', 'semuanya', 'kne', 'telan', 'bumi', 'ke']",sarc
"['kata', 'klu', 'kementerian', 'pendidikan', 'tggi', 'ngan', 'kementerian', 'pelajaran', 'digabungkan', 'jimat', 'la', 'sikit', 'pastu', 'kata', 'klu', 'dato', 'letak', 'jawatan', 'jimat', 'sikit', 'belanje']",sarc
"['kat', 'nak', 'cari', 'bodoh', 'paling', 'senang', 'naikkan', 'yuranlah', 'mcm', 'kerajaan', 'skrg']",sarc
"['khinzir', 'tul', 'sjk', 'dbwh', 'krjaan', 'skrg', 'yg', 'kya', 'snng', 'hye', 'dorg']",sarc
"['pakat', 'juai', 'cucuq', 'pisang', 'cari', 'dana', 'seniri']",sarc
"['cara', 'utk', 'menaikkan', 'yuran', 'pengajiaan', 'dimalaysia', 'guna', 'ada', 'gst']",sarc
"['jual', 'tanah', 'laaa']",sarc
"['tu', 'tanda', 'masuk', 'u', 'kena', 'tanggung', 'sendirilah', 'tu']",sarc
"['kase', 'free', 'laa', 'ahahhaa']",sarc
"['elok', 'jadi', 'banduan', 'la', 'dr', 'jd', 'student', 'skg']",sarc
"['mkn', 'mju', 'mkin', 'myusahkn', 'rkyt', 'pundett']",sarc
"['ipt', 'awam', 'cari', 'dana', 'sendiri', 'mabuk', 'ka', 'menteri', 'ni']",sarc
"['patot', 'la', 'mcm', 'mcm', 'yuran', 'naik', 'mendadak', 'sticker', 'kenderaan', 'sebelom', 'neh', 'rm', 'pon', 'bole', 'naik', 'jadi', 'rm', 'yuran', 'asrama', 'pon', 'naik', 'jugak']",non-sarc
"['disebabkan', 'peruntukan', 'kurang', 'kena', 'cari', 'sendiri', 'lebih']",non-sarc
"['kan', 'dah', 'kata', 'tamparan', 'pertama', 'bajet']",sarc
"['kita', 'mendengar', 'pm', 'kata', 'ekonomi', 'stabil']",sarc
"['terbaik', 'baru', 'reti', 'reka', 'benda', 'yg', 'bole', 'jual', 'yg', 'cantek', 'manis', 'belakon', 'sambilan', 'jadi', 'model']",sarc
"['lu', 'orang', 'sedap', 'wang', 'besar', 'sekolah', 'punya', 'tempat', 'lo', 'suruh', 'kerja', 'cari', 'wang', 'bodo']",non-sarc
"['sekejap', 'kata', 'ekonomi', 'bagus', 'landasan', 'yg', 'btol', 'mcm', 'sedap', 'dengar', 'tiba', 'gini', 'lak', 'cer', 'alahai']",sarc
"['hahaha', 'duit', 'dah', 'abes', 'kat', 'mdb', 'ke', 'suruh', 'la', 'depa', 'cari', 'dana', 'sendiri']",sarc
"['aik', 'kurang', 'stabil', 'ka', 'aku', 'tengok', 'tv', 'hari', 'berita', 'kata', 'ekonomi', 'negara', 'makin', 'naik']",sarc
"['ipta', 'bawah', 'mdb', 'senang', 'jer', 'dana', 'hahahaha']",sarc
"['ekonomi', 'negara', 'pd', 'tahap', 'kurang', 'stabil', 'beruk', 'ni', 'kata', 'masa', 'bajet', 'bapak', 'beruk', 'kata', 'ekonomi', 'msia', 'pd', 'tahap', 'baik', 'utk', 'capai', 'wawasan', 'satu', 'yg', 'betul', 'beruk', 'bapak', 'beruk']",non-sarc
"['kata', 'ekonomi', 'stabil', 'kata', 'kita', 'yg', 'terbaik', 'ekonomi', 'pa', 'cita']",sarc
"['lebih', 'baik', 'ipta', 'diswastakan', 'kena', 'cari', 'dana', 'sendiri']",non-sarc
"['kasi', 'naik', 'yuran', 'la', 'apa', 'susah', 'rakyat', 'berpusu', 'nak', 'ni']",sarc
"['wakakakakaka', 'guna', 'kerajaan', 'sialan']",sarc
"['najib', 'razak', 'kata', 'ekonomi', 'kita', 'kukuh', 'memberangsangkan', 'mmm']",sarc
"['makin', 'teruk', 'da', 'pemikiran', 'menteri', 'x', 'kerajaan', 'malaysia', 'nie', 'makin', 'lama', 'makin', 'mencarut', 'xcukup', 'dgn', 'gst']",sarc
"['ipta', 'event', 'cari', 'dana', 'sendiri', 'bila', 'event', 'berjaya', 'dpt', 'perhatian', 'dunia', 'dgn', 'selamber', 'nye', 'menteri', 'nie', 'td', 'tnjuk', 'muka', 'dpt', 'nama', 'knape', 'nie', 'berlaku', 'come', 'ko', 'dduk', 'dkt', 'malaysia', 'korupsi', 'rasuah', 'simen', 'menyimen', 'misi', 'visi', 'kerajaan']",sarc
"['kurang', 'stabil', 'tp', 'dgr', 'berita', 'tv', 'smuanya', 'baik', 'dn', 'maju', 'mngalahkn', 'ekonomi', 'negara', 'maju']",sarc
