comment,sarc_majority
"Perbankan islam berpegang pada ajaran islam hotak dia..sampai mampus nk bayar riba beli rumah ngan keta. Pm syok sendiri..Malaysia dah jahanam, masih cakap maju. Malaysia kalau maju pun rakyat tetap gaji bnyak tuh..yg lain smua geng kroni makan.",non-sarc
Majuuuuuu  sgt sampai dpt derma bilion2 negara lain ade? X de kan......,sarc
butuh,non-sarc
"Paling maju,paling byk rasuah, pm gembira rakyat terbeban menanggung hutang negara...",sarc
Haha tapi hanya rakyat sahaja yang tahu keperitan di hati,sarc
Ko je yg gumbira n macai2... Rakyat sengsara kat kg2 ko buat2 x nmpk... Phuiii....,non-sarc
Kpala butuh najib.. nk tipu rakyat bangla bolehlh,non-sarc
Paling maju ?  Indah khabar dr rupa,sarc
majulah lah sangat.....ya...,sarc
Mau muntah dgr..,non-sarc
"Sori....x gembira lngsung dgn berita camni, no meaning slagi pm adalah najib....",non-sarc
Kita pun tumpang gembira la kalau mcm tu..jom celebrate ??,non-sarc
Rasa nak gelak guling2 aje... dia tak tahu rakyat sedang sengsara... tapi kehidupan kena diteruskan juga..,sarc
"Kepala najib sudah SOT SOT brunei,  number berapa.....?",non-sarc
Syok sendiri,sarc
Hahahahah....yg nie paling lawak,sarc
elok2 tgah minum air bleh trsembur kt laptop bila bca ayat ni..... Ekonomi islam paling maju tuuuuuu.... hbis laptop aq..... ish....gambang waterpark btol la,sarc
Bangsatwan negara.,sarc
"Syok sendiri dengan duit sumbangan Dan kutipan daripada Rakyat,",sarc
Jgn maju rasuah sudah lah,sarc
perah duit rakyat.....negara maju pun x guna,non-sarc
Mg Haramjadah,non-sarc
Org luar tgk negara kita sedang hujan emas walhal kita dok ngadap hujan batu.,sarc
1 je aku nk ckp najib butuhhhhhhh,non-sarc
Hahaha..mana dpt fakta paling maju ni..agak2lah angkat bakul,sarc
Hambarrr,non-sarc
Syabas PM ekonomi islam kutip cukai lagi teruk dr negara kafir harbi...kau kikis rakyat cukop2....,sarc
Pak jib org kaya duit juta2 ..menjawab la d sana t..kipidap,sarc
Maju......!!!!! Harckkkkk Puihhhhhh,sarc
ilusi dia ni,sarc
yes.. yes..yes!!!,sarc
Udah2 la tu menipu kami..Aku suka sgt tgok org nk tipu benda yg aku dh tahu..Cuma nk tgok jauh mna dia boleh pergi..,non-sarc
Hahahaha,sarc
Islam di msia apa khabar?.. benda haram ada tax jd halal. Mmmg termaju..!,sarc
Haramjadah jib,non-sarc
Bangsat...pm,non-sarc
"Yg aku thu dia cilakeeeeee, tu je",non-sarc
Ni la nme nye najib ??.. Ekonomi islam kpale bapak hg..,non-sarc
Otak PM dah xda kot...rakyat dah bising buat pekak je...hahaha,sarc
"Ekonomi Islam maju sgt kan. Gst, cukai2, haa ni plak nk pertimbangkan cukai eksais keatas vape. Ekonomi Islam termaju sgt. Mcm ekonomi kapir plak. Kapir pun x cekak darah mcm kau. Ha-ha. Sudah2 lh angkat bakul tu org tua. Pergi pencen sana. Malaysia x perlu dh darah pahlawan mcm kau.",non-sarc
Butuh pak hang maju rakyat dh nk mampus dgn beban yg ko buat cepat2 la allah s.w.t tarik nyawa ko najid satu negara benci ko sbb menyusahkan semua org,non-sarc
phuuuuiiih..,non-sarc
Ekonomi derma yg termaju didunia....cukai yg dikenakan mendera rakyak...sara hidup tinggi....dan ditambah kenaikan minyak...tol...dan tambang pengangkutan yg tak masuk akal lansung....ajib boy digelar bapa drakula malaysia.....diantara pemimpin malaysia yg paling dibenci oleh rakyat kerana menjatuhkan martabat pemimpin melayu kerana tidak amanah...,non-sarc
Turun!!!! Mmg dah tak laku da apa yg kau cakap!!,non-sarc
phuiiii,non-sarc
Ekonomi Malaysia paling maju di Malaysia haha ??,sarc
Sampah,non-sarc
Paling maju tuk dia je .....sbenarnya rakyat yg menangung Smua ....ada yg sanggup cari 2 keja tuk mnampung belanja kluarga skg....zaman tun m gaji 2.5 k dab cukup tp skg......hampeh,non-sarc
Yela...kutipan cukai berjuta2 kan...xbg kat rakyat pun..geng2 najib yg kongsi sesame dorg,sarc
Lol,sarc
pm yg hati isap darah rakyat,non-sarc
Ape lg mangkuk ni mengarut,non-sarc
Wajib ade perkataan paling,sarc
Celaka kau najib.,non-sarc
Tahniah.....,non-sarc
"Lepas sell out to tppa. Mmg aaa. Cuba kalau tak setuju tppa aritu, mmg kene kutuk manjang",sarc
kah kah kah..mana2...statemnt sapa yg kata... bukti sistematik n saintifik pls...,sarc
Taik,non-sarc
Confirmed la.... Kita memang dalam zaman kesesatan....!!,non-sarc
Belawok!,non-sarc
Hehe.. Bgun pgi2 terbaca headline berita ni.. Lawak rasanya. Geli pulak ulu hati saya membacanya..,sarc
PM paling BangsatNajisnazak=BN,non-sarc
Lol,sarc
Ekonomi islam????? Maju??? Palo toya mung....,non-sarc
Saya gembira kalau najib cepat berambus,non-sarc
jilake jibby,non-sarc
Kepala bana ko,non-sarc
Aminnn,non-sarc
Syabas beliau seorang PEMIMPIN Islam yang BAIK,non-sarc
APA ADA PADA NAMA RAKYAT PAPA KEDANA.TERTEKAN.DICEKEK.DIHISAP DARAH RAKYAT AMBIL DARI RAKYAT RM 20 SEHARI BAGI BRIM BERPILIH RM 14 SEN SEHARI KERAJAAN LINTAH DARAT....TIADA SEORANG PUN PM MSIA SEBELUM UNI KITIP GST PADA RAKYAT....TERLUNGKUPLAH BN PRU 14 NANTI.,non-sarc
Bohong,non-sarc
Yg duk kutuk2 najib tu.Marah sgt nmpak.Wakaka,sarc
Maju? Coi...muntah hijau,sarc
Baik yg dok kritik tu jd pm.maybe lagi teruk dr apa yg dia kata kan. Sokong DSN 100%,non-sarc
Pm gembira rakyat derita,non-sarc
Hahahaaaa nk muntahhhhhhhhh wek wek wek,sarc
Selalu Gembira sorang2.. ..,sarc
siok sendiri..,sarc
"alhamdulillah, kito doakan yang terbaik",non-sarc
Hak puihh,non-sarc
Paling maju...???Dia buat lawak ka..??Paling ‘corrupt’ ada la..,sarc
Negara paling tinggi cukai bahalol,non-sarc
"dah la jib, jangan merapu..",non-sarc
Nyanyuk barang kali ini orang tua mabuk......Tun M y berusia tu lagi handal dr ko...KETUMM,non-sarc
Batok mu,non-sarc
Ye kh plg maju.. Terlampau jg memuji.byk lg eko negara islam yg lbh baik dri malaysia slh satu cth qatar,sarc
Pi mampus la ko Najib,non-sarc
"Taihla maju...!!!dia saja maju,rakyat terseksa",non-sarc
"Maju?brp ramai rakyat msia ni yg susah?maju konon,,,puiii",non-sarc
Tahniah PM anda bertuah,non-sarc
puuiii..,non-sarc
Waw!,sarc
Kenapa rakyat masih rasa susah lagi...maju ke tapi makin trbeban...,sarc
HAha,sarc
Butooo,non-sarc
Nama islam but cekik darah kau kau n rasuah,non-sarc
dia sorg je yg suke,sarc
betul gak apa beliau kata tu..xusah la maki hamun beliau kalau xsuka..doakn yg baik sudah la..,non-sarc
podahhhh!!!,non-sarc
korok mung..,non-sarc
Kepada bapak kau la jilake... Ekonomi keluarga n anak beranak kau ad la y paling maju dlm dunia,non-sarc
Paler juboqqqqqq n kepala bapak Jibikkk lahhh....phuiiiikkkk,non-sarc
Kepala hotak semah ko berjambul..,non-sarc
Perrrggghhh,sarc
Terbaik lah dato najib. Kami tetap sokong kerajaan dato najib !,non-sarc
Tang mna yg mju ekonomi islam tu dato oiiiii??????,sarc
Sembang lagi...sudah2 la jib,sarc
dio ni gilo doh,non-sarc
Lakhnat.,non-sarc
Najib kepala buto .,non-sarc
Makin lama dah makin teruk nampak..,non-sarc
Ko mampos la Najibun. Pondan. Xde telor. Puii,non-sarc
Butuh lah. ?,non-sarc
kepala bana...ekonomi islam....juzuk mana ekonomi islam ada suruh brjudi dan buka kilang arak???,non-sarc
Cet porah sembanggg je ko nie jib,non-sarc
najib haram jadah ko mmg terbaik skrg nie...igt ape yg ko buat dkt rakyat suatu hari ko akan kena karma..tu semua nak sejuk kan hati rakyat..,non-sarc
Kalau lah ado peluang den ludah an muko jiby ni,non-sarc
Celah mane maju....penyapu...habis vape kwan aku...rugi 24k.....duit bapak kau kasi ke?????,sarc
tak yah bangga naaa...kami pon xbangga gan anda...,sarc
Butuh hang najib,non-sarc
cerita lawak ni episod brapa dah?...lama dah tak tgk...,sarc
Pui,non-sarc
Paling maju? tapi still ada lagi benda haram kat malaysia ni. Lu pikir la sendiri. Assalamuailakum.,sarc
Poyo la lu,non-sarc
hanggok hang maju .,non-sarc
Syoq sendiri ka apa org tua ni,sarc
Huuuuuuuuuuhuuuhuuhuhuhu selamanya,sarc
Maju amendenya kalau mata wang jatuh mendadak...lepas2 bajet tahun 2016 semuanya membebankan rakyat....kau nie menzalimi rakyat tau x...,non-sarc
Woi org tua..tinggi sgt ko terbang tu!!!,non-sarc
Negara islam plg maju apa bendanya jika rakyat hidup susah.rm merudum lepas u menganggur.lepasan ipg pun lama menunggu.baik mcm brunai rakyatnya tenang.,non-sarc
Gembira buat najib tp tidak pd rakyat...,non-sarc
Tahniah malaysia,non-sarc
iyer ke ..ish ish ish,sarc
agak2 nk menipu pn...mulut nk manis ja..tau la bibir pink mcm gay terlajak usia,non-sarc
Ciittt pooorrdaahh... !!!! Hakkk tuuiii....,non-sarc
Bangga dngan arak dan judi yg halal Ermmm,sarc
Paling maju abah ko......rakyat susah ko tak tau lak.....sonang2 je......,sarc
maju kat mana tu najib woiii,sarc
Rasuah=derma...memang maju la....,non-sarc
Syok sendiri,sarc
Sape yg ckp cm tu... Meh aku libas die pkai pnyapu..hhuhuhuu...korang jgn fitnah pm...kang ke dlm,sarc
bana kau,non-sarc
Bapak KeNAIKkan...,sarc
Mabuk ketum la lu najib.sndiri yg iktiraf bole la..,non-sarc
"Najib, mabuk dok taik lembu ,minyak tina",non-sarc
rkyat sush,non-sarc
Taik..taik..taik beci plak aku??????,non-sarc
Hakikatnyer....hmmmmmm,sarc
Muju mg,non-sarc
Apa lagi nak buat pulak pm rakyat xmampos lagi kutip la semua yg bank no aku xnk ka gaji masuk aku bg kat ang terus semua baru ati,non-sarc
"awak je yg gembira jib,kami merana",non-sarc
maju makcik dia,sarc
Jgn jual cite ni kt fb. Xlaku. Tv3 ok,sarc
Setuju jippp,non-sarc
Maju pala uto,non-sarc
Talk cock laa najib nie.....,non-sarc
mmg...rakyat mnyesal ada PM mcm kau...,non-sarc
Puiikk,non-sarc
SS............Syiok Sendiri.....!!,sarc
Ekonomi islam dengn rasuah? Cukai? Puihh.. jilake,non-sarc
Tapi x ikot cara islam pon... sekian terima kasih...,sarc
Jgn kncing la pak jib,non-sarc
maju mende kenekan cukai kat org miskin!,non-sarc
Hidup ajubbb,sarc
Babi ko syok sendiri...,non-sarc
Bukan UAE & turki ke yg negara islam yg maju. Pemberita nk ampu pn biar betul2.,non-sarc
Terbaik dengan mengenakan GST yg menjerut leher golongan berpendapatan kecil dan miskin umpama “The Jaws.”,sarc
Blah la najibai lanjau,non-sarc
juboooo mu,non-sarc
Klau negara mju rakyat sensara nk buat apa,non-sarc
Aku gembira lg kalau si pengkhianat negara ini letak jawatan,non-sarc
Nasiblah Malaysia dapat pm mcm ko nie Najib..cuba berselindung drpd kesusahan rakyat masih nk kata ekonomi Islam paling maju..apa yng boleh dibanggakan dgn pemimpin mcm ko nie...puuuuiiiihhhh,non-sarc
Bohong lagi,non-sarc
Taubat la jib ooiiiiiiii...dh muak rkyt,sarc
Ni semua syok sendiri (SS),sarc
Kencing,non-sarc
"Yg kasi anugerah barua, yg terima anugerah lagi barua...sama2 barua tahi anjing",non-sarc
Berangan atau angau monyet ni.rakyat dizalimi taknak comment.,non-sarc
Kepala bana botak dia ekonomi melayu maju pala butuh betul la,non-sarc
Ehh?? Kenapa aku tak tau? Kenapa aku tak rasa pun efeknya? Macam mana dia boleh comes out dengan statement konfiden macam ni??,sarc
spa org tua ni?,sarc
Ala maju pun sbb benda haram..nama je islam,sarc
Pemimpin tk sedar diri...bnyk mkn rasuah...!!!!!!,non-sarc
jibby bodos,non-sarc
Islam Ala yahudi. Haram halal dah jadi rojak .,non-sarc
ape maju?biar btul Brita BH ni...klu ye pn jgn la mgarut Sgt...puuuiiihhhh...jilake!!,sarc
Paling panipu,non-sarc
Kuba rabik,non-sarc
Burit la,non-sarc
hrap2 msih ad jiwa islamm...klu x g  maut,sarc
Maju bg dia,sarc
Semoga kekal mentadbir dan kekal selepas PRU 14.,non-sarc
Umat islam pnye business ko cantas. Yang mne maju?,non-sarc
"Najib dan kroni dia semua kata bagus..cukai naik bagus, ringgit jatuh bagus, ekonomi bagus, Brim bagus, 1 MDB bagus, TTPA bagus /. apalah bala malaysia ini ada pemimpin bangsat ..menyesal aku undi kau haramjadah",non-sarc
Maju lah sangattt,sarc
maju la sgt..ko berambus la jibb.,sarc
Duit dlm acc dya mungkin mkn maju....setiap minit,sarc
Pala untak d...,non-sarc
"DIA NI WAYANG KUAT,, LAKUNAN PUN POI,,,, TAPI TAKDAK HASIL BUAT RAKYAT,,,,,! BILA NAK JEM PUN TAK TAU,,,,!",sarc
Haha,sarc
Tak tau la aku bila tgok muka dia ni.. terus mood hilang.. .haha,sarc
"maju lah sangat...ak rase cukuplah bandingkan dgn negara UAE,negara yg penuh dgn bangunan pencakar langit n moden",sarc
"Bukan Islam , Islam tidak corruption",non-sarc
Memang lah ko gembira sebeb kau xde hati perut akal dan otak..,non-sarc
Kepala bana ko jib.,non-sarc
maju hasil jualan arak mungkin...,non-sarc
Lanjiau,non-sarc
Pm gmbira tpi rkyatnye mnderita,non-sarc
Puik!!,sarc
Pm gembira sebab byk duit dia nak mkn lagi....hahahaha,sarc
Mengarut.,non-sarc
Woiiii barua najib......celaka bole plak dia happy......dia ingat rakyat happy dengan kepimpinan negara........hg x payah nk bangga sangat la barua najib.......hg serupa org yg korek juboq ambil bau.......seakan@kan syeok sendiri........#UndurNAJIB #RakyatBersatu #UndiTidakPercaya #AyuhSemua #KIPIDAP Dh la hg salahguna kerajaan untuk mekpergunakn rakyat dengan cukai yg lebih2.......Waaaa x bole duk diam.......walaupon iman kuat mcm mana sekalipon serta penyabar.........dengan ada nya pemimpin yg x bertamadun......menyusahkn rakyat.....tu bukannya pemimpin........Pedajai org namanyer.......kita juga berdosa sebab pilih pemimpin yg jahil macam NAJIB......,non-sarc
RAKYAT BELUM MAMPUS LAGI LAH NAJIB RAZAK.....BUATLAH SESUKA HATIMU....!!!!!,non-sarc
Hahaha gelak abg,sarc
Dubai ? UAE? Najib kaki kencing siapa percaya.,sarc
Maju tengkorak hangggg,sarc
"pusat judi, arak, kelab mlm, pelacur,,, xtau plk islam amalkn ekonomi cmni. good job bro  ??",sarc
Duit brim tu duit cukai kita lah tu tau x......dh la barang mahal duit jadi kecil skrg ni susah hidupan skrg ni klau gaji rm1500.00 x cukup mkn skrg ni x mcm dulu mata wang besar skrg mata wang kecil je dh la bagi gaji kt pekerja pn kecil je tu kh dikatakn MAJU?????OOOIIII.........,sarc
Beruk kau maju,non-sarc
Pembohong,non-sarc
Syok sendiri,sarc
bangga dgn hasil org lain?  Tun majukan malaysia dia yg nak bangga? Rakyat tanggung segala cukai utk kestabilan negara dia yg bangga? Tak malu beb..,non-sarc
"Muka tembok, paling maju makan duit rakyat....",non-sarc
buto maju!!!!,non-sarc
"Kpala bana mju.. Dubai,qatar,bahrain, ngn KSA Jaa nmpk mju.. Negara xnmpk ap pon.. Sama jaa mcm tun m perintah..",non-sarc
Berbangga lah wahai teman sekalian,non-sarc
Taaaiiikk,non-sarc
Ko gembira dpt nama jek...rkyt yg sakit..hahaha,sarc
byk fakta najib yg mcm xbetul,non-sarc
pi mampos,non-sarc
PM=Pelawak Malaysia,sarc
maju kpala butu ko jibby.... ko la pm pling teruk.... abad ini..,non-sarc
Ini semua pun dsbbkan ekonomi cina berniaga malaysia islam juga yg punya nama. Kikiki...,sarc
Hakkkk puiiii,non-sarc
Maju rakyat separuh nk papa kedana ..menteri kaya raya...2.6,non-sarc
biarla die berilusi,sarc
Penipu,non-sarc
Bila majunya...banyak ngo-ngo lslam mengeluh tiada bantuan dari pihak kamu,non-sarc
laaa..syok sendiri lagi?hahaha,sarc
Kenyataan nya Rakyat jelata menderita!!!! Harap pujian kosong?,sarc
"Dunia khayalan, dunia impian, dunia khayalan, duniaaaa impiannnn aaaaaaaaa",sarc
Vavi,non-sarc
Vongok sgt,sarc
Ni PM scammer malaysia,sarc
Pale bapok mu!!,non-sarc
Dah ambik 2.6 bilion maju lah tu.,sarc
malu nye ase..x maju tp d kta kn maju..apa nk maju nya kalu rkyat sush..tgk brunei 2 mcm 2 la bru maju,non-sarc
ni apa yg ko mencarot pagi2 ni...puii,sarc
Barua...penyamun .. Perasuah..ni br betul...,non-sarc
Maju kepala otak kau rakyak makan pun tak cukup..habis negara arab yg lain keberapa pula?,sarc
xabes2 syok sndri,sarc
Bohong ko najip .. Haram ko di bumi malaysia ni .. Puiiiiii paluiiiii,non-sarc
Maju lah sangat..paling korupsi adalah..pm yg paling tak malu,sarc
Lawak pg,sarc
Paling maju makan duit rakyat..,sarc
"Aah..tumpang hepi gk kitorg pn..mmg ekonomi islam plg maju..ade zouk club, ade program yahanana bananana tv3, judi berlesen, jual arak berlesen, rokok akta makanan, vape berlesen, ehhh silap, vape mane bole sbb HARAM, cukai pintu, cukai tingkap, cukai kabinet dapur, n the list goes on..so islamic kan :D",sarc
maju Najib. ..,sarc
maju tok mung...,sarc
apak dia maju.nyush kn org ad laa,non-sarc
Nama nak buat apa klau rakyat susah,non-sarc
Semoga mesin air rm1 tu tak naik harga & xtutup perniagaan... Amin,sarc
Xmmpu berkate2..hny mampu doa..supaya stabil..bru ok nk trade..hmm,non-sarc
Dari kita merngut lebih baik kita doa rnggit kita pulih..,non-sarc
Klo mcm ini mcm mana na cari mkn susah la..,non-sarc
Nape xtulis tutup tinggi..kiki,sarc
"Semalam cakap minggu ini ringgit kukuh... tengok la, hari ahad ni cakap minggu depan dijangka di buka tinggi.. propa...",sarc
Adesss..bila la nk stabil..nk trade saham pun xsenang,non-sarc
mnx2 lh naik smpi 2ringgit lbih..,non-sarc
Alhamdulilah,non-sarc
Alhamdulillah...,non-sarc
Alhamdulilah aamiin..,non-sarc
Penipu...!!!,non-sarc
4.2 riggit tuggu jdi rupia selgi bake razak x turun,sarc
Cantiknya karangan ini . Nak kata semut besar dari gajah la ni. Sudah la wahai kawan ku. Masa untuk berubah,sarc
Syukur alhamdulillah ya allah..,non-sarc
Ciall. Barang import suma dh naik harga ni pacitaa???,non-sarc
Alhamdulillah mudah n ... Ok,non-sarc
Nie page berita harian ke berita sedapkan hati??,sarc
"Alhamdulilah,",non-sarc
Alhamdulillah...mudah2 han pulih mcam dulu....dari pada comen merepek...lagi elok doa kan...kan ada faedah nya....,non-sarc
Alhamdulillah... syukur Ya ALLAH...,non-sarc
Alhamdulillah,non-sarc
alhamdulillah...,non-sarc
Ko ni x hbis 2.6 da muak la wei,non-sarc
Kenaikan sebanyak...0.003 alhamdulilah banyak juga tu...agak tinggi berbanding hari jumaat lepas...amin.,non-sarc
Tinggi mana tu atas pokok ke,sarc
BAGUS.......,non-sarc
Alhamdulillah...tggi lg gj ku bln ni,non-sarc
RM4.25 berbanding dolar...tinggi lagi!,non-sarc
hahaha geli dngr rngt dittp tingi brbnding d0lar?? cukup2 la nk tipu. . .,non-sarc
Alhamdulillah moga ekonomi malaysia pulih sepenuhnya...amin,non-sarc
Alhamdullah.,non-sarc
Alhamdulillah..,non-sarc
Saya rasa reserve negera makin menyusut dari tahun2 sebelumnya..  angka nampak besar sebab nilai ringgit kita telah menurun berbanding dgn US$..Reserve kita dah kurang dari US$100billion seperti dinyatakan...,non-sarc
Tahniah bnm dan tahniah datuk seri najib pm,non-sarc
"Kalau ikut pembangkang, Malaysia sudah bankrap 20 tahun lepas...tapi hari ini, penarafan badan antarabangsa oleh Fitch, Moody's dan Standard & Poors kekal A, menunjukkan keyakinan pelabur kepada Malaysia...jadi usahlah percaya cakap kosong pembangkang ye...mereka tiada kredibiliti...cuma pandai membangkang, tapi tidak buat apa2 pun utk bantu rakyat & negara...jual air liur bolehlah...mungkin sudah tersurat dilahirkan utk bangkang sampai mati...",non-sarc
Alhamdulillah,non-sarc
Ambik lh bg kt njib sikit..,sarc
atas kertas saje kot.....,sarc
Jgn bisinglaa...simen kan baru tau...hihi,sarc
fundamental negara kita masih kukuh.. tahniah kerajaan barisan nasional. :),non-sarc
Hutang negara berapa banyak pulak.tunjuklah jumlahnya.,non-sarc
Dulu heboh tak lama lagi malaysia Bangkrap sekarang dah senyap mana satu yg betul ni,non-sarc
htg 2.6b je sbb ade org pkai wat rolling projek.....Opssss mulot t’carut n t’lps ckp pulak.....sori2 x sngaja,sarc
